"","typicaled","occupation","lessthanhs","hsdiploma","somecollege","associates","bachelors","masters","professional","hsorless","somecollegeorassociates","postgrad","TOT_EMP","A_MEDIAN","natlwage","workexp","probability","total","reveal","sum_tot_emp","weight","mean_prob"
"422","No formal educational credential","Cashiers",14.9,40.9,25.4,7.5,9.3,1.7,0.3,55.8,32.9,2,3564920,21030,78891679600,"None",97,3540980,1,23765700,0.150002735034104,90.0335969485435
"423","No formal educational credential","Butchers and Meat Cutters",34,39.7,17.7,4.4,3.5,0.5,0.1,73.7,22.1,0.6,131530,30890,4283932100,"None",93,133930,1,23765700,0.00553444670260081,90.0335969485435
"424","No formal educational credential","Pipelayers",16.5,46.5,24.6,7.3,4.4,0.5,0.2,63,31.9,0.7,38690,38400,1671794900,"None",62,39320,1,23765700,0.00162797645346024,90.0335969485435
"425","No formal educational credential","Motion Picture Projectionists",3.3,25.2,23.7,16.1,24.4,7.4,0,28.5,39.8,7.4,5700,22050,141303000,"None",97,4810,1,23765700,0.000239841452176877,90.0335969485435
"426","No formal educational credential","Dishwashers",42.7,38,11.8,3,3.5,0.8,0.3,80.7,14.8,1.1,503540,21500,11183623400,"None",77,506490,1,23765700,0.0211876780402008,90.0335969485435
"427","No formal educational credential","Slaughterers and Meat Packers",34,39.7,17.7,4.4,3.5,0.5,0.1,73.7,22.1,0.6,77570,27530,2158773100,"None",60,67150,1,23765700,0.00326394762199304,90.0335969485435
"428","Postsecondary nondegree award","Dental Assistants",3.2,25.3,39.7,21.3,8.4,0.7,1.5,28.5,61,2.2,337160,37630,13044720400,"None",51,327270,3,5904150,0.0571055952169237,51.6750371179594
"429","Postsecondary nondegree award","Tool and Die Makers",6.9,41.6,30.9,17.3,3.1,0.2,0,48.5,48.2,0.2,73510,52480,3915142600,"None",84,72180,3,5904150,0.0124505644334917,51.6750371179594
"430","Postsecondary nondegree award","Psychiatric Technicians",1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,66930,31670,2414165100,"Less than 5 years",4.3,61140,3,5904150,0.0113360941033002,51.6750371179594
"431","Postsecondary nondegree award","Skincare Specialists",22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,44940,30080,1578742200,"None",29,43510,3,5904150,0.00761159523386093,51.6750371179594
"432","Postsecondary nondegree award","Emergency Medical Technicians and Paramedics",0.8,12.2,44.4,22.2,17.4,2.5,0.5,13,66.6,3,251860,33380,9243262000,"None",4.9,241120,3,5904150,0.0426581302981801,51.6750371179594
"433","Postsecondary nondegree award","Heavy and Tractor-Trailer Truck Drivers",16.3,47.6,23.5,6.1,5.4,0.9,0.3,63.9,29.6,1.2,1748140,42480,77792230000,"None",79,1704540,3,5904150,0.296086650915034,51.6750371179594
"434","Postsecondary nondegree award","Fire Inspectors and Investigators",1.5,22.7,30.7,20.9,20,3.7,0.5,24.2,51.6,4.2,11940,59260,743384400,"5 years or more",48,11490,3,5904150,0.00202230634384289,51.6750371179594
"435","Postsecondary nondegree award","Massage Therapists",2.9,18.8,34.5,18.3,19.6,3.9,2,21.7,52.8,5.9,103300,39990,4643335000,"None",54,95820,3,5904150,0.0174961679496625,51.6750371179594
"436","Postsecondary nondegree award","Electronic Home Entertainment Equipment Installers and Repairers",8.3,33.8,31.9,12.4,11.7,1.4,0.6,42.1,44.3,2,25810,37190,1006073800,"None",65,25010,3,5904150,0.00437150140155653,51.6750371179594
"437","Postsecondary nondegree award","Manicurists and Pedicurists",22.9,37,21.1,7.6,9.5,1.6,0.3,59.9,28.7,1.9,104020,23230,2598419600,"None",95,88360,3,5904150,0.0176181160708993,51.6750371179594
"438","Postsecondary nondegree award","Court Reporters",1.6,16.9,25.9,13.5,29.5,7.8,4.8,18.5,39.4,12.6,15220,55120,914113200,"None",50,15350,3,5904150,0.00257784778503256,51.6750371179594
"439","Postsecondary nondegree award","Audio and Video Equipment Technicians",1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,72740,42190,3457332200,"None",55,69640,3,5904150,0.0123201476927246,51.6750371179594
"440","Postsecondary nondegree award","Automotive Service Technicians and Mechanics",17.3,44.7,22.2,11.6,3.6,0.4,0.2,62,33.8,0.6,639700,39550,27289602000,"None",59,647350,3,5904150,0.108347518271047,51.6750371179594
"441","Postsecondary nondegree award","Firefighters",1.1,14.9,38,23.1,19.9,2.6,0.4,16,61.1,3,319860,49080,16610329800,"None",17,315330,3,5904150,0.0541754528594294,51.6750371179594
"442","Postsecondary nondegree award","Motorcycle Mechanics",18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,15850,35680,606579500,"None",79,15850,3,5904150,0.00268455239111472,51.6750371179594
"443","Postsecondary nondegree award","Commercial Divers",13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,3280,47210,181285600,"None",18,2540,3,5904150,0.000555541441189672,51.6750371179594
"444","Postsecondary nondegree award","Medical Records and Health Information Technicians",1.8,19.7,32.1,23.5,18.1,3.7,1.2,21.5,55.6,4.9,204220,39180,8744700400,"None",91,200130,3,5904150,0.0345892296096813,51.6750371179594
"445","Postsecondary nondegree award","Medical Transcriptionists",0.3,22.6,38.9,20,15.5,2.4,0.4,22.9,58.9,2.8,55880,35250,2034032000,"None",89,54100,3,5904150,0.00946452918709721,51.6750371179594
"446","Postsecondary nondegree award","Library Technicians",3.1,31.6,17.8,9.8,24.3,12.2,1.2,34.7,27.6,13.4,90030,33690,3196965300,"None",99,93400,3,5904150,0.0152485963263128,51.6750371179594
"447","Postsecondary nondegree award","Aircraft Mechanics and Service Technicians",2.3,23.9,39.6,22.2,10.5,1.3,0.2,26.2,61.8,1.5,131500,61020,8224010000,"None",71,128550,3,5904150,0.0222724693647689,51.6750371179594
"448","Postsecondary nondegree award","Motorboat Operators",8.7,31.7,26.1,7.7,20,4,1.7,40.4,33.8,5.7,2510,44600,115133700,"Less than 5 years",62,2170,3,5904150,0.000425124700422584,51.6750371179594
"449","Postsecondary nondegree award","Ship Engineers",11.9,37.2,30.2,4.9,13.5,2.4,0,49.1,35.1,2.4,7890,73110,615183300,"Less than 5 years",4.1,5990,3,5904150,0.00133634816188613,51.6750371179594
"450","Postsecondary nondegree award","Sound Engineering Technicians",1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,13370,55810,911566600,"None",13,14030,3,5904150,0.00226450886241034,51.6750371179594
"451","Postsecondary nondegree award","Medical Assistants",1.9,20.2,40,25.6,9.6,1.6,1.1,22.1,65.6,2.7,646320,32480,21703425600,"None",30,623600,3,5904150,0.109468763496862,51.6750371179594
"452","Postsecondary nondegree award","Surgical Technologists",1.8,20.1,34.7,21.6,18.2,2.5,1.1,21.9,56.3,3.6,106470,46310,5116948200,"None",34,105720,3,5904150,0.0180330784278855,51.6750371179594
"453","Postsecondary nondegree award","Prepress Technicians and Workers",11.5,30.4,26.4,13.3,14.9,2.9,0.6,41.9,39.7,3.5,31500,39910,1315755000,"None",97,32800,3,5904150,0.00533523030410813,51.6750371179594
"454","Postsecondary nondegree award","First-Line Supervisors of Fire Fighting and Prevention Workers",0.6,11.8,36.6,21.3,23.3,5.7,0.7,12.4,57.9,6.4,58690,76170,4661746700,"Less than 5 years",0.36,56980,3,5904150,0.00994046560470178,51.6750371179594
"455","Postsecondary nondegree award","Barbers",11.3,47.2,28.7,8.1,4.3,0.4,0,58.5,36.8,0.4,18810,25650,573328800,"None",80,10050,3,5904150,0.00318589466731028,51.6750371179594
"456","Postsecondary nondegree award","Licensed Practical and Licensed Vocational Nurses",1.7,22.6,53.7,16.9,4.1,0.6,0.3,24.3,70.6,0.9,702700,45030,32120417000,"None",5.8,702380,3,5904150,0.119017978879263,51.6750371179594
"457","Some college, no degree","Teacher Assistants",4.3,29.3,26.2,14.5,21.1,4.2,0.6,33.6,40.7,4.8,1299800,26260,36329410000,"None",56,1263800,0,1299800,1,56
